code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP23226713,RENOVATION OF OLD ADMIN BLOCK,517026094,FTC OTUPKO,,19600000.0,YES,HIGH,"Renovating the old administrative block is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational secondary education by ensuring proper administrative facilities for student services, staff operations, and institutional management.",0
ERGP23226856,WATER PROJECT/DRAWING OF WATER FROM THE DAM,517026094,FTC OTUPKO,,114320868.0,PARTIAL,MEDIUM,"While water infrastructure could support the college's workshop facilities and student needs, a water project from a dam appears to extend beyond the core educational mandate and may represent infrastructure development outside typical technical college responsibilities.",50
ERGP23226916,RENOVATION OF COLLEGE CLINIC,517026094,FTC OTUPKO,,15400000.0,PARTIAL,MEDIUM,"While renovating a college clinic supports student welfare and educational operations, it falls outside the core mandate of providing technical and vocational education, though it serves as necessary supporting infrastructure for the college's primary educational functions.",50
ERGP23169647,CONSTRUCTION OF 2 BLOCK OF BOY'S HOSTEL OF 6 ROOMS WITH BUNKS AND TOILET FACTILITIES,517026095,FTC SHIRORO,,23001803.0,YES,HIGH,Construction of boys' hostel facilities directly supports the college's core mandate of providing technical and vocational secondary education by providing essential accommodation infrastructure for students.,0
ERGP23191747,"CONSTRUCTION AND EQUIPPING OF 1 STOREY BUILDING TECHNICAL WORKSHOPS
",517026095,FTC SHIRORO,,12301578.0,YES,HIGH,"Construction and equipping of technical workshops directly supports the agency's core mandate to provide practical vocational training and maintain workshop facilities for trades like electrical installation, metalwork, carpentry, and motor mechanics.",0
ERGP23225483,"PROVISION OF MEDICAL EQUIPMENT AND FURNITURE IN THE COLLEGE CLINIC
",517026095,FTC SHIRORO,,10640000.0,PARTIAL,MEDIUM,"While providing medical equipment for a college clinic supports student welfare which is necessary for educational operations, it is not directly related to the agency's core mandate of technical and vocational education delivery.",50
ERGP23225492,"RENOVATION OF TWO BLOCKS OF THREE(3) CLASSROOMS EACH
",517026095,FTC SHIRORO,,49245000.0,YES,HIGH,Renovating classroom blocks directly supports the college's core mandate to provide technical and vocational secondary education by maintaining essential educational infrastructure.,0
ERGP23225512,"PROVISION AND INSTALLATION OF CCTV, METAL DETECTOR AND OTHER SECURITY GADGETS",517026095,FTC SHIRORO,,42606102.0,PARTIAL,MEDIUM,"While security equipment is not explicitly within the college's educational mandate, CCTV and security systems installation could relate to the electrical/electronics training programs and provide practical learning opportunities for students studying electrical installation and power systems.",50
ERGP23225530,"BEAUTIFICATION AND LANDSCAPING OF THE COLLEGE PREMISES AND WALKWAY
",517026095,FTC SHIRORO,,52749577.0,PARTIAL,MEDIUM,"While beautification and landscaping are not core educational functions, maintaining attractive college premises supports the learning environment and can be part of reasonable facility maintenance for a technical education institution.",50
ERGP23225546,PROCUREMENT OF TECHNICAL TEACHING EQUIPMENT,517026095,FTC SHIRORO,,14420000.0,YES,HIGH,"Procurement of technical teaching equipment directly supports the college's core mandate to provide technical and vocational education through hands-on training in workshops for electrical, mechanical, and other technical trades.",0
ERGP23225556,PROVISION OF 150 NOS. OF CLASSROOM FURNITURE,517026095,FTC SHIRORO,,10500000.0,YES,HIGH,Classroom furniture is essential infrastructure needed for the college to deliver its core mandate of providing technical and vocational secondary education to students.,0
ERGP23225574,REHABILITAION OF GIRLS HOTELS,517026095,FTC SHIRORO,,24500000.0,YES,HIGH,Rehabilitation of girls' hostels directly supports the college's mandate to provide technical and vocational secondary education by ensuring adequate accommodation facilities for female students.,0
ERGP23192128,CONSTRUCTION OF ADMIN BLOCK,517026096,FTC UROMI,,24500000.0,YES,HIGH,Construction of an administrative block is essential infrastructure needed for the college to effectively manage and deliver its technical and vocational education mandate.,0
ERGP23192129,CONSTRUCTION OF EXAMINATION HALL,517026096,FTC UROMI,,70000000.0,YES,HIGH,Construction of an examination hall directly supports the college's mandate to prepare students for NABTEB and WAEC/NECO technical examinations and provide technical education facilities.,0
ERGP23192130,RENOVATION OF 1 BLOCK OF CLASSROOM,517026096,FTC UROMI,,42000000.0,YES,HIGH,Renovating classroom blocks is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational secondary education.,0
ERGP23192132,RENOVATION OF SENIOR BOYS HOSTEL,517026096,FTC UROMI,,21000000.0,YES,HIGH,Renovating senior boys hostel directly supports the college's core educational mandate by maintaining essential student accommodation infrastructure necessary for providing technical and vocational secondary education.,0
ERGP23192135,CONSTRUCTION OF 4 BLOCKS OF STAFF QUATERS,517026096,FTC UROMI,,19740000.0,YES,HIGH,Construction of staff quarters directly supports the agency's mandate by providing accommodation for qualified technical instructors needed to deliver technical and vocational education at the college.,0
ERGP23192136,REHABILITATTION OF ROAD NETWORK,517026096,FTC UROMI,,35053935.0,NO,HIGH,Road network rehabilitation is infrastructure development outside the scope of a technical college whose mandate is limited to providing technical and vocational secondary education through classroom instruction and workshop training.,100
ERGP23226129,SOLAR BOREHOLE,517026096,FTC UROMI,,14280000.0,PARTIAL,MEDIUM,"While solar borehole installation is not directly part of technical education curriculum, it provides essential water infrastructure supporting the college's educational operations and could serve as a practical learning resource for electrical and construction trades training.",50
ERGP23226234,RENOVATION OF LABORATORY,517026096,FTC UROMI,,14000000.0,YES,HIGH,Renovating laboratories directly supports the college's mandate to provide technical and vocational education by maintaining essential facilities for practical training in engineering trades and technical skills.,0
ERGP23149832,"CONSTRUCTION OF COMMON STAFFROOM OF 150 SITTING CAPACITY
",517026097,FTC UYO,,20650000.0,YES,HIGH,Construction of a common staffroom directly supports the agency's statutory function to employ qualified technical instructors by providing necessary workspace infrastructure for faculty who deliver technical and vocational education.,0
ERGP23169526,"CONSTRUCTION OF ONE STOREY BUILDING OF 260 CAPACITY HOSTEL
",517026097,FTC UYO,,63000000.0,YES,HIGH,Construction of student hostel facilities directly supports the college's mandate to provide technical and vocational secondary education by ensuring adequate accommodation for students attending the institution.,0
ERGP23226693,"RENOVATION OF PRINCIPAL QUARTER
",517026097,FTC UYO,,24500000.0,YES,HIGH,"Renovating the principal's quarters is necessary for maintaining adequate housing for school leadership, which supports the college's educational operations and staff retention.",0
ERGP23226799,"PURCHASE OF 40NOS ALL IN ONE DESKTOP COMPUTER SYSTEM
",517026097,FTC UYO,,13993000.0,YES,HIGH,"Desktop computers are essential educational equipment for modern technical and vocational education, supporting computer-based learning, digital skills training, and administrative functions required for the college's core mandate of providing technical education.",0
ERGP23226826,"REROOFING CEILING AND TILING OF DINING HALL
",517026097,FTC UYO,,52500000.0,YES,HIGH,"Reroofing, ceiling work, and tiling of the dining hall is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational education by ensuring proper facilities for student welfare and institutional operations.",0
ERGP23226874,PURCHASE OF SCIENCE LABORATORY AND TECHNICAL TRADE DEPARTMENT PRACTICALS MATERIALS AND CONSUMABLES FOR INTERNAL AND EXTERNAL,517026097,FTC UYO,,4200000.0,YES,HIGH,The purchase of science laboratory and technical trade department practical materials and consumables directly supports the college's core mandate to provide technical and vocational education with hands-on practical training in various trades and technical skills.,0
ERGP23226917,CONSTRUCTION OF SOLAR BOREHOLE AND WATER RECTICULATION IN THE COMMON STAFF ROOM,517026097,FTC UYO,,20986000.0,PARTIAL,MEDIUM,"While providing water infrastructure for staff facilities supports the college's operations, constructing solar boreholes and water reticulation systems is not directly related to the core mandate of providing technical and vocational education to students.",50
ERGP23226958,"PURCHASE OF 10NOS LASERJET COMPUTER PRINTERS AND 8NOS SCANNERS
",517026097,FTC UYO,,9100000.0,YES,HIGH,"Computer printers and scanners are essential administrative equipment needed for educational documentation, student records, examination materials, and general operations of a technical college.",0
ERGP23226998,"RENOVATION OF 3 BEDROOM BUNGALOW
",517026097,FTC UYO,,28622789.0,PARTIAL,MEDIUM,"While renovating a 3 bedroom bungalow could provide staff accommodation to support the college's operations, it is not directly related to the core educational mandate of providing technical and vocational training to students.",50
ERGP23227038,CONSTRUCTION AND INSTALLATION OF ALLUMIUM WINDOWS BURGLARLY PROOF AND PAINTING,517026097,FTC UYO,,14000000.0,YES,HIGH,Construction and installation of aluminum windows with burglar proofing and painting is essential infrastructure maintenance that directly supports the college's mandate to maintain proper facilities for delivering technical and vocational education.,0
ERGP23128117,REHABILITATION / RENOVATION OF 120 CLASSROOMS,517026098,FTC YABA,,16462864.0,YES,HIGH,Rehabilitating and renovating classrooms is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational secondary education and maintain proper educational facilities.,0
ERGP23226750,PURCHASE OF UTILITY VEHICLE,517026098,FTC YABA,,56000000.0,YES,HIGH,"A utility vehicle is necessary for the college's operational needs including transportation of workshop materials, equipment maintenance, student field trips to technical sites, and general administrative functions that support the delivery of technical education.",0
ERGP24226735,RENOVATION AND RE-ROOFING OF THE COLLEGE STORE,517026098,FTC YABA,,14000000.0,YES,HIGH,"Renovating and re-roofing the college store is essential infrastructure maintenance that directly supports the college's mandate to maintain proper facilities for storing equipment, materials, and supplies needed for technical and vocational education programs.",0
